"Ccl Lvo","Grado","Org Acad","Descr Fmal","Catálogo","ID Curso","Asignatura","Nº Clase","Sección","Sesión","Componente","Estado Clase","Est Inscr","Lun","Mart","Miérc","Jue","Vier","Sáb","Dom","Hora Inicio Clase","Hora Fin Clase","F Inicial","F Final","ID Instalación","Capacidad Aula Asignada","Capacidad Aula Solicitada","Capacidad Inscripción","Descr","Tot Inscr"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004181","Administración Básica Linux","8320","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","24","20","","17"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5191","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5191","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC052-P424","25","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5192","2","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC051-P332","24","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5192","2","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC052-P410","25","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5193","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","PC002-S203","30","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5193","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SC067-P107","24","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5194","4","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","PC002-S105","20","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5194","4","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SC052-P426","25","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5195","5","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","PC002-S105","20","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5195","5","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SC052-P410","25","20","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5196","6","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","PC002-S103","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5196","6","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","SC003-P503","50","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","8643","1","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","30","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","8645","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","07/25/2011","12/03/2011","SA067-P705","24","24","20","","15"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","9939","3","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC009-P113","29","25","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","9939","3","Ordinaria","Teórico - Práctico","Activo","Cerrado","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC067-P303","60","25","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","8646","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","21","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","8646","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SA094-P302","30","30","21","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","8647","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","11"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","8647","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P304","30","30","20","","11"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","8648","3","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","30","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","8276","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","24","18","","12"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","8331","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SA067-P706","24","24","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","8331","2","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SA067-P701","24","24","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8279","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","NO-SALON","1000","25","17","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8279","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","07/25/2011","12/03/2011","SC052-P302","25","25","17","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8280","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","24","17","","14"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8280","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SA067-P706","24","24","17","","14"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4065","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S203","30","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4065","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S203","30","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4065","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S203","30","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4065","1","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S203","30","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4065","1","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S203","30","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4067","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S103","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4067","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S103","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4067","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S103","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4067","2","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S103","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4067","2","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S103","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4069","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S104","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4069","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S104","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4069","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S104","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4069","3","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S104","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4069","3","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S104","20","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4072","4","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S105","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4072","4","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S105","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4072","4","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S105","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4072","4","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S105","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4072","4","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S105","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4077","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S106","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4077","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S106","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4077","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S106","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4077","5","22Semanas","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S106","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","018899","Computadores","4077","5","22Semanas","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/11/2011","07/22/2011","PC002-S106","20","20","20","","18"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","8282","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA067-P707","24","24","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","8282","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA067-P706","24","24","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","8282","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA067-P705","24","24","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","8283","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SA067-P707","24","24","16","","9"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","8283","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SA067-P707","24","24","16","","9"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004190","Comunicaciones y Redes","8283","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SA067-P705","24","24","16","","9"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004066","Creación Empresas Base Tecnol.","5209","1","Ordinaria","Teórico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 2:00:00.000000PM","07/25/2011","12/03/2011","SA067-P717","24","20","20","","19"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004192","Desarrollo Multimedial","8724","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","24","15","","8"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004192","Desarrollo Multimedial","8724","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","24","15","","8"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004192","Desarrollo Multimedial","8725","2","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","24","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","005101","Desarrollo con Hmtas. Libres","8722","1","Ordinaria","Teórico - Práctico","Sección Cancelada","Cerrado","","","","","","","","","","","","","","30","0","","0"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","8649","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","8649","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","07/25/2011","12/03/2011","SA094-P303","30","30","20","","20"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","8650","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","8650","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","07/25/2011","12/03/2011","SC052-P425","25","20","20","","16"
"1130","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004196","Estructuras de Datos","8651","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 4:00:00.000000PM"," 6:00:00.000000PM","07/25/2011","12/03/2011","NO-SALON","1000","30","20","","9"
